smiles,T,P,Solubility
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.19,44.08,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,12.84,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,14.53,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,18.61,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,22.93,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,27.57,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,32.8,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,38.49,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,44.06,0.327
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.5,16.88,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.55,19.45,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.48,21.85,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.32,27.45,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.1,33.65,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.23,40.54,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.3,48.36,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.02,55.65,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.17,64.36,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,19.15,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,21.78,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,27.46,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,33.72,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,40.54,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,47.92,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,55.87,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,64.39,0.418
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.5,23.98,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.29,27.06,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.41,30.76,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.24,38.45,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.27,47.25,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.16,57.08,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.11,67.69,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.18,79.12,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.35,91.28,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,26.99,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,30.49,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,38.35,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,47.24,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,57.06,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,67.7,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,79.07,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,91.05,0.503
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",292.41,28.79,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.24,33.51,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.11,37.78,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.22,47.8,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.07,58.83,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.16,71.73,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.19,85.69,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.14,101.15,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.34,118.21,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.15,29.35,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,33.42,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,37.84,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,47.72,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,58.99,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,71.64,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,85.68,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,101.1,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,117.91,0.56
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",292.6,33.87,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.29,39.42,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.46,45.06,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.3,56.86,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.11,71.03,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",332.88,86.95,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.13,106.49,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.07,126.5,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.55,149.96,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.15,34.37,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,39.22,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,44.59,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,56.87,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,71.21,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,87.62,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,106.08,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,126.6,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,149.19,0.606
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",292.16,38.25,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",297.7,44.85,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.54,52.3,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.35,67.15,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.1,85.5,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.16,109.05,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.08,135.65,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.05,164.35,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.22,194.5,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.15,39.42,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,45.4,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,51.78,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,66.81,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,85.61,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,109.02,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,135.85,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,164.64,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,194.29,0.65
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",292.82,47.36,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,55.2,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.3,65.35,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.24,101.8,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.09,144.5,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.04,188.85,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,230.85,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.22,270.66,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.22,308.58,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",293.15,47.83,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,55.2,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,64.97,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,101.42,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,144.77,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,189.33,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,230.85,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.15,270.39,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",363.15,308.32,0.7
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.09,190.48,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.26,221.3,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.19,281.87,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.14,337.87,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.08,388.98,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.29,435.65,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",353.08,478.5,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,190.65,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",303.15,222.07,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",313.15,281.78,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,337.29,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",333.15,388.62,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,435.75,0.75
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,12.35,0.28
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,32.54,0.533
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,64.71,0.747
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,101.94,0.767
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,116.08,0.777
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,130.84,0.781
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",298.15,147.94,0.782
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,20.05,0.302
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,42.5,0.483
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,62.13,0.587
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,81.56,0.657
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,100.81,0.711
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,123.07,0.743
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",323.15,146.25,0.749
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,21.82,0.247
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,40.7,0.416
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,60.63,0.509
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,79.99,0.579
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,99.38,0.636
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,121.43,0.684
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",343.15,146.82,0.709
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,0.96,0.0001
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,4.96,0.0759
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,9.99,0.1603
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,14.95,0.2297
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,19.96,0.2911
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,24.96,0.3424
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,29.97,0.3888
"[""C(C)[N+]1=CN(C=C1)C"", 0.5, ""FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F"", 0.5]",318.0,34.95,0.4285
